"word","score"
"shuttle",-0.128721402486042
"casc",-0.128640081745821
"cooneen",-0.128636306139927
"x",-0.128633026465304
"clubhouse",-0.128605675459847
"flyovers",-0.128601657091197
"boaters",-0.128590140097285
"workspace",-0.128581529706818
"eway",-0.128561119003851
"junctions",-0.128558799991233
"invoicing",-0.128543209464064
"routing",-0.128536704872061
"swan",-0.128525510536995
"portrush",-0.128506883015903
"telecoms",-0.128502680846753
"horizon",-0.128490882709658
"cone",-0.128490420979942
"centrex",-0.128480903102931
"dvla",-0.128470311117282
"azuma",-0.128465555571934
"bottling",-0.12840522172227
"tpe",-0.128405022505305
"hucknall",-0.128361278888363
"hmv",-0.12836094065904
"readings",-0.128301175188
"esfa",-0.128286994390173
"preesall",-0.128281283021797
"mint",-0.128274877016895
"athena",-0.128259342996444
"generators",-0.128243886259341
"ferrybridge",-0.128215183857454
"hicom",-0.128199147540032
"dbfo",-0.128192760727055
"imaging",-0.128185387197862
"computerised",-0.128166291120161
"solent",-0.12815319335266
"trundle",-0.128096646566227
"portree",-0.128077687043877
"trousered",-0.12807355825
"dispensers",-0.128073118335542
"stepup",-0.128051798237924
"gw",-0.1280435138742
"arterial",-0.128041784548099
"hills",-0.128040184764947
"pbo",-0.128034695423988
"densities",-0.128022872609696
"cobham",-0.128016765015692
"sfss",-0.128016165843399
"hanger",-0.127999474207474
"adjacent",-0.127992665157772
"lagu",-0.127977765371003
"eib",-0.127938392906166
"supplemental",-0.127937791480357
"upmarket",-0.127874505029715
"ecotricity",-0.127845665243388
"mba",-0.127845488546379
"curzon",-0.127834588254282
"tunnelling",-0.127825418678464
"polo",-0.127823896373963
"shortlisted",-0.127800380946373
"ports",-0.127786819760215
"nestled",-0.127753752937994
"pegasus",-0.127750407773629
"fairground",-0.127738744622052
"aerobic",-0.127738019272195
"configurations",-0.127727583613975
"snowdonia",-0.127683687847393
"trucks",-0.127671080111272
"laundry",-0.127627868922289
"watercourse",-0.127626821825045
"redevelopment",-0.127608291579245
"orbital",-0.127603429203153
"frontages",-0.127539938456408
"allocation",-0.127532203353318
"cytology",-0.127525312698314
"overlays",-0.127521922508453
"roller",-0.127514763900523
"alconbury",-0.127512845808797
"electronics",-0.127496720484385
"elasticities",-0.127491160374391
"renovations",-0.127483155214594
"radnor",-0.127470953773803
"torpoint",-0.127434278312149
"lotus",-0.127398316123679
"ridgback",-0.127384724648777
"molecules",-0.127379021649438
"pod",-0.127368767682891
"tranche",-0.12735541709502
"scour",-0.127328776246633
"cheyne",-0.127292116688807
"mfr",-0.127266948966997
"electrical",-0.127242439306966
"ppg",-0.127234270944435
"gwynt",-0.127212277523836
"mwh",-0.127211435835212
"woburn",-0.127185368539322
"sip",-0.127176074496164
"ajax",-0.127174493560376
"lawn",-0.127148900606078
"carriages",-0.127133303095521
"ticketing",-0.127125534077832
"ref",-0.127122401735154
"heater",-0.127114134724579
"omega",-0.127112204114625
"gateway",-0.127110340329975
"breakwaters",-0.127104319926435
"freshney",-0.127070669131578
"iep",-0.127050395622043
"calor",-0.127047414058098
"vertical",-0.127034666571118
"burscough",-0.127032577994211
"manufacture",-0.127032442291665
"squadrons",-0.127011042178709
"vivaro",-0.127006139847478
"unlisted",-0.127003766777226
"ecohomes",-0.126996336471539
"specialty",-0.126969754542792
"zoo",-0.126957410840604
"cola",-0.12690343313587
"domes",-0.12690263175258
"aggregated",-0.126898739113632
"shoreline",-0.12689267892547
"phases",-0.126861080871603
"operating",-0.126856698766753
"beam",-0.12685085737992
"sailing",-0.126847831226466
"reclamation",-0.12682432248605
"alvis",-0.126812203288119
"tor",-0.12680229640781
"distributors",-0.126798813253194
"airbags",-0.126793298285
"mowers",-0.126788867244878
"hinkley",-0.12678768431647
"bridge",-0.126777188657814
"ts",-0.126766912992896
"fraunhofer",-0.12675974308829
"footway",-0.126740228008725
"road",-0.126734654254021
"parkway",-0.126731071451072
"bmx",-0.12671725453979
"firelink",-0.126711079661235
"purfleet",-0.126706799384616
"astra",-0.126678628614631
"hatchery",-0.126663082322713
"chiltern",-0.126652572048007
"wetherspoon",-0.126648372554884
"consultancy",-0.126638278909239
"tunnel",-0.126632612830143
"cfc",-0.126613328252119
"whitstable",-0.126598718633229
"agrifood",-0.126593121837664
"equidistant",-0.126576697782475
"lifts",-0.12657023526006
"weymouth",-0.126569814464187
"semiconductor",-0.126566005135317
"iso",-0.126557721676063
"reservoirs",-0.126543830855464
"accesses",-0.1265389219138
"workstreams",-0.126528087162363
"jura",-0.126431113378362
"thameside",-0.126429942555806
"gosforth",-0.126429874991838
"biomass",-0.126428475408977
"columns",-0.126408762837363
"optimum",-0.126392749742846
"rooftop",-0.126386598715886
"mars",-0.126377534400538
"wh",-0.126365988070452
"porsche",-0.126364125008116
"nigg",-0.126362356702778
"casino",-0.126355846653769
"springfields",-0.126343492703303
"chalets",-0.126306152215144
"hulls",-0.126298196189264
"frieze",-0.126285575907378
"banknote",-0.126278724690625
"dene",-0.126255848789293
"requirements",-0.126217767687468
"ethanol",-0.126189545611853
"droitwich",-0.126188172011577
"lignite",-0.126181221725943
"plants",-0.126175164292147
"hotel",-0.126163082496729
"florists",-0.126153506422681
"notching",-0.126148795809183
"creek",-0.126148481552485
"propulsion",-0.126147709610144
"textiles",-0.126096746399945
"stores",-0.126042267535833
"photovoltaic",-0.126017959565044
"palladium",-0.126006691191365
"particle",-0.126003832598047
"sealand",-0.125987000971621
"charlbury",-0.12598589560174
"headquarters",-0.125979186873144
"lner",-0.125976280519745
"prostheses",-0.125961129151056
"gscop",-0.125958291320749
"estate",-0.125949919928969
"hypermarkets",-0.12594134391388
"entrant",-0.125914330101193
"dockyards",-0.125893125840586
"tractor",-0.12586654686726
"avonmouth",-0.125864415729409
"nutrient",-0.125838962472992
"bradgate",-0.125829911635716
"peppercorn",-0.125826723788811
"recyclable",-0.125825018212894
"oldbury",-0.125816418109097
"warehouses",-0.125799958799461
"emit",-0.125798443442693
"directorates",-0.125776911755798
"interiors",-0.125775085389714
"pso",-0.125759987443154
"cressing",-0.125745625259027
"villa",-0.125736836419217
"wester",-0.12573373191778
"tavern",-0.12571547364277
"mulberry",-0.125698575972284
"prefabricated",-0.125698285524189
"graven",-0.125694759415635
"hillside",-0.125679656022714
"stations",-0.125677075584151
"plugs",-0.125653710960028
"insulations",-0.125636748069198
"sakhalin",-0.125627316792478
"lush",-0.12561873535375
"carpentry",-0.125615643875109
"bangor",-0.125604509640138
"longshoot",-0.125597715735295
"decker",-0.125582079687187
"obc",-0.125579320601899
"comah",-0.125572178615914
"ofex",-0.125540947251478
"budgens",-0.125540904999195
"ascension",-0.1255198261936
"fixtures",-0.12549377993302
"lymington",-0.125491658843153
"dursley",-0.125481964154418
"enderby",-0.125468306011774
"land",-0.125465345204806
"calculator",-0.125462006799027
"fenchurch",-0.125461932983348
"lytham",-0.125444016843453
"dml",-0.125443093136738
"herbals",-0.125409251218534
"pumps",-0.125388279687638
"hinckley",-0.125383102062306
"tavistock",-0.12538069739956
"bournville",-0.125379364063945
"ormeau",-0.125379243736946
"bure",-0.125353211804626
"castlefield",-0.125348501600657
"dunsbury",-0.125348075800884
"mews",-0.125333511600487
"undertaker",-0.125332909185352
"unblighted",-0.125304557931446
"brewery",-0.12526221282692
"supplementary",-0.125228020728059
"cinemas",-0.125223311174039
"avionics",-0.12521468121277
"interval",-0.12519648342849
"itso",-0.125186070920218
"catheter",-0.125183620553955
"inventory",-0.125163613961642
"brockley",-0.125162439384215
"boilers",-0.125148870567548
"intel",-0.125147150455877
"twelfths",-0.125143774448859
"navigable",-0.125093335296791
"perimeter",-0.125083292359034
"tui",-0.125059849786246
"mer",-0.1250312682813
"coney",-0.125030626945798
"lynemouth",-0.125029550001151
"disembarkation",-0.125020438081783
"telescopes",-0.125016166431497
"mellon",-0.125001269088974
"dfds",-0.12499946949461
"machines",-0.124997125922592
"brierley",-0.12499687289373
"highway",-0.124988323024967
"spaceports",-0.124957407964386
"overhead",-0.124856325174003
"spires",-0.124850907590633
"stock",-0.124843910084785
"snowdon",-0.124834337111434
"warsash",-0.124824538194803
"logbook",-0.124795631371942
"gresley",-0.124795032248849
"fructose",-0.12479303081401
"carriers",-0.124781819631579
"albemarle",-0.124777702323086
"tifs",-0.124757841120034
"lake",-0.124746721569986
"distillery",-0.124742340219414
"bathing",-0.124740573559876
"mpas",-0.124739859087676
"galloper",-0.124737085476097
"abbey",-0.12472157244345
"supersonic",-0.124714944739274
"expiring",-0.124702735647252
"staplegrove",-0.124702337415491
"combinations",-0.124699040853197
"landfills",-0.124686733914393
"wickes",-0.124670796803597
"trawsfynydd",-0.124668591314578
"earthworks",-0.124656245898355
"bursledon",-0.124626958387509
"honington",-0.124624833129044
"holywood",-0.124613584451576
"listed",-0.124606674877263
"egress",-0.124600640356619
"wynyard",-0.124579362886037
"conservatoire",-0.124569315556403
"marton",-0.124549742009256
"iea",-0.124549228061406
"toner",-0.124546419185581
"etsu",-0.12454339907458
"hullavington",-0.124538467897504
"fishes",-0.124537788854343
"sizes",-0.124509729530249
"denser",-0.124499431892088
"silverstone",-0.124478195380018
"rolling",-0.124460421003311
"chinooks",-0.124448728920696
"buses",-0.124438412052196
"llyn",-0.124427818634781
"iger",-0.124410882687218
"crieff",-0.124397263851125
"freezer",-0.124395014380863
"langport",-0.124392795280299
"airwave",-0.124387259133593
"brooms",-0.124383054648088
"transformers",-0.124382299662251
"greggs",-0.124370886297609
"flegt",-0.124367228491849
"loops",-0.124366956228858
"pulses",-0.12436040786321
"items",-0.12434076747719
"redesigning",-0.124340294933111
"appraisals",-0.124324762268103
"drill",-0.124311346985222
"ducting",-0.124281256937378
"pilotage",-0.124278543601783
"axles",-0.124276902160565
"hangars",-0.124268093134823
"lighting",-0.124258592610713
"freestanding",-0.124255094623753
"stud",-0.124252550536988
"cjs",-0.124233336669551
"beult",-0.124213165461058
"log",-0.124198013520898
"tenby",-0.124184440952181
"sp",-0.124167432514057
"salix",-0.124153398761209
"loughor",-0.12413912325935
"botolph",-0.124097749243906
"roadstone",-0.124092844606846
"sluice",-0.124075461761279
"biggin",-0.124066445400672
"horizontal",-0.124052223952741
"standard",-0.12405147429549
"arak",-0.124049355984938
"pelagic",-0.124027316326042
"cycleways",-0.124024455200523
"landlines",-0.124004880514466
"remediating",-0.12400136907081
"caravans",-0.123986837646381
"collocated",-0.123984700726244
"quedgeley",-0.123975550731472
"transco",-0.123953100487021
"kirriemuir",-0.123950595139965
"trimdon",-0.123926613808601
"arqiva",-0.123914366110087
"rotor",-0.123906511467231
"chromium",-0.1239043952143
"queensferry",-0.123903960346725
"recycling",-0.123899367502066
"kilometre",-0.123890954958665
"consumable",-0.123890890716646
"fete",-0.123830330140946
"nike",-0.123816137683752
"sealift",-0.12380821600697
"dudson",-0.123785143235891
"infilling",-0.123763391482159
"portland",-0.123756694904396
"appropriations",-0.123737734610177
"accruals",-0.123724665793306
"agri",-0.123698554690252
"gofal",-0.123693561696386
"stanmore",-0.123678280653223
"mammography",-0.123659057275439
"mersea",-0.123636069785795
"minehead",-0.123623942463041
"contour",-0.123605603451833
"wholesaler",-0.123598277493588
"ostend",-0.12357018217582
"biobank",-0.123557910693181
"purley",-0.123543330841558
"fertiliser",-0.123542689057268
"mm",-0.123540789995068
"graphene",-0.123534813489452
"burnage",-0.123515306915003
"petec",-0.123502881265473
"waterside",-0.123498469160087
"comberton",-0.123489821854861
"ame",-0.123464523553078
"unst",-0.12343930602945
"kilobytes",-0.123417600487452
"cwdc",-0.123415715934231
"lawley",-0.123411532301613
"dlr",-0.123408653308688
"goldhawk",-0.123403025932943
"firth",-0.123386834998863
"caldon",-0.123372969126187
"fowey",-0.123363852503581
"surplus",-0.123326768177012
"pebble",-0.123311552087344
"malden",-0.123287992889219
"marchwood",-0.123283383170079
"nectar",-0.123277852638623
"kew",-0.123273981246637
"utc",-0.123265652825763
"stannington",-0.123248795613026
"marts",-0.12323995479194
"costcutter",-0.123205738962192
"currys",-0.123188975059924
"airtight",-0.123180991108756
"marvels",-0.123171400616458
"levies",-0.123161731898972
"betfred",-0.123158373341314
"abergavenny",-0.123148593350389
"woollen",-0.123136684549813
"montpelier",-0.1231197548755
"ag",-0.123116406098883
"fordingbridge",-0.123115508949821
"walled",-0.123098912175105
"portakabins",-0.123098668423584
"concourse",-0.123086841382144
"willows",-0.123079296958951
"goch",-0.123062324078252
"haulage",-0.123056319171655
"yachts",-0.123002311701188
"peg",-0.123001226659543
"refrigerator",-0.122978920761866
"manor",-0.122966779725503
"exmouth",-0.122920110608058
"mapping",-0.122915863278501
"portions",-0.122911827292649
"swanage",-0.122900247529639
"plus",-0.122886950223631
"airbnb",-0.122877515681766
"sail",-0.122875020592176
"aberystwyth",-0.122872890157479
"fawley",-0.122827648114134
"plankton",-0.122810743488016
"nhsx",-0.122796585190582
"pylons",-0.122709329213966
"optimisation",-0.122644403238715
"hunterston",-0.122638124752561
"bridgnorth",-0.122634594782623
"carriageways",-0.122609098821828
"navstar",-0.122599348100875
"fylingdales",-0.122592267443143
"skynet",-0.122591352388915
"ks",-0.122560520470089
"consignment",-0.122548793682472
"renewals",-0.122535423862638
"bulford",-0.122494835386891
"boulmer",-0.122489732228616
"quarry",-0.122460256798527
"granite",-0.122455825568426
"pdf",-0.122453555153422
"plasma",-0.122434911579204
"bracebridge",-0.122407562514268
"chivenor",-0.122367504441335
"cds",-0.122366228877224
"felixstowe",-0.122355682875102
"expressway",-0.122354387670116
"confectionery",-0.122344881045433
"motorways",-0.122339393731163
"replenishment",-0.122329106291305
"wrappers",-0.122295363523666
"hydroelectricity",-0.122280826207596
"nrw",-0.122278377439827
"nihr",-0.122251402549913
"rebating",-0.122245824367753
"dwellings",-0.122245694092162
"bridging",-0.122242132889356
"canal",-0.122238607281442
"porcelain",-0.122224744670315
"norcross",-0.122222401855686
"torus",-0.1222221347939
"branching",-0.122213826163564
"mainline",-0.122198426876519
"optimally",-0.122193250583481
"runways",-0.122183489766122
"portable",-0.122145044766932
"ge",-0.122138834747402
"lindsey",-0.122128800475398
"causeway",-0.122125422935105
"elkesley",-0.122118820519714
"bio",-0.122117662034785
"vo",-0.122080323063915
"registry",-0.122073033744598
"peterlee",-0.122038294032408
"toothill",-0.122023488918269
"galleys",-0.122013688794965
"cayenne",-0.122013392662876
"transportable",-0.122008461510196
"sur",-0.122007124331425
"eurostar",-0.121999302553623
"haverfordwest",-0.12198941962004
"catapult",-0.121985096165119
"shenley",-0.121979486108725
"foundry",-0.121974729241353
"baking",-0.12195928719584
"impermeable",-0.121949432252977
"culdrose",-0.121941704245697
"walkden",-0.121935049178843
"constructing",-0.121924532567772
"silvertown",-0.121922453793806
"mediacityuk",-0.121919875817436
"purification",-0.121914859738225
"lemington",-0.12191043001217
"caledonia",-0.121893186792802
"rerouting",-0.121871437622021
"spire",-0.121861529504577
"rotational",-0.121857130210434
"guildhall",-0.121855820354758
"rfid",-0.121855244907076
"cemetery",-0.12185366735414
"underwater",-0.121853353705085
"cromer",-0.121841805674431
"sediment",-0.121834950486934
"estuaries",-0.121831946478472
"heaters",-0.12181868194304
"basket",-0.121812138688406
"longley",-0.121800978703064
"covent",-0.121796611423868
"quota",-0.121768093493555
"nomis",-0.121746780603725
"designation",-0.121733911638284
"welborne",-0.121732836889919
"fitted",-0.121729440388578
"hainault",-0.121723268323089
"winsford",-0.121717616372011
"marske",-0.121705341505865
"belfairs",-0.121685098698118
"fairford",-0.121682710014294
"blagdon",-0.121677912266645
"sheepmeat",-0.121675243196127
"zb",-0.121665903150933
"blends",-0.121657179314207
"roofed",-0.121655417904981
"materials",-0.121634461734737
"boutique",-0.121593030229159
"stadia",-0.121569824527993
"seeda",-0.121541296813628
"r",-0.121538754400439
"cdm",-0.121526530330465
"bijou",-0.121500542280597
"producer",-0.121490377016579
"donington",-0.121485124812036
"rasen",-0.121485018454652
"undiscounted",-0.121468233988046
"arbroath",-0.121462236067509
"pye",-0.121461216653879
"leiden",-0.121460745265327
"antwerp",-0.121452128676028
"transportation",-0.121445257586915
"coca",-0.121434414401307
"llandrillo",-0.121430176971933
"auctioning",-0.121421813812857
"centrax",-0.121411135738422
"effluent",-0.121405496438136
"diy",-0.12139122578796
"nps",-0.121378203292373
"kwh",-0.121360103862209
"peabody",-0.121309846448498
"cannons",-0.12130247045995
"brittany",-0.12128177824343
"ch",-0.121271621831853
"quarries",-0.121203102936909
"bids",-0.121179202580252
"sita",-0.12117476291814
"acquisition",-0.121163516783327
"hlos",-0.121162781984849
"benwell",-0.121161386289315
"babylon",-0.121135913441907
"mill",-0.12112799018886
"wheelie",-0.121115635922704
"cvf",-0.121110283960737
"deco",-0.121097139358677
"newtown",-0.121074433387566
"crater",-0.121072190523156
"pathfinder",-0.121070016767892
"ribchester",-0.121031765715867
"crosscountry",-0.121030198624771
"supplement",-0.121030005736292
"cae",-0.121017155507078
"spruce",-0.120998762369428
"keele",-0.120990971623258
"sandbags",-0.120973360842868
"vatable",-0.120971282981363
"swanley",-0.120948738061309
"tractors",-0.120938929021782
"cranbrook",-0.120930877259495
"sourced",-0.120899539361204
"specifying",-0.120881019304065
"comprising",-0.120876653581913
"lavender",-0.120875857531965
"kuapa",-0.120835773360381
"owns",-0.120832202977247
"barcode",-0.120813034311386
"daedalus",-0.120757110131399
"killingholme",-0.120752504339605
"aol",-0.120748630438176
"ruhr",-0.120733730061518
"routes",-0.120727769021863
"upgrades",-0.120691382965302
"welmore",-0.120672910556098
"maplin",-0.120644293940907
"cream",-0.120636729549866
"salon",-0.120615108050089
"pelican",-0.120612626348566
"jca",-0.12060400604339
"ssbn",-0.120599597341012
"kenton",-0.120578043973838
"lorries",-0.120563928334299
"mmo",-0.120556922564845
"expo",-0.120548061378212
"illuminations",-0.120542640666695
"bullion",-0.120541324141241
"injectors",-0.120540920207549
"rotterdam",-0.12053109198963
"kiosk",-0.120517782775007
"theatre",-0.120516294231249
"infrared",-0.120504825754497
"ponds",-0.120493600831393
"leyland",-0.120491068521195
"gosfield",-0.120488832867298
"berthing",-0.120458335118753
"vehicle",-0.120416695201896
"woodside",-0.120398326137077
"gold",-0.120393267674423
"westgate",-0.120375217587553
"remitted",-0.120360518907891
"tithe",-0.120356630140099
"speciality",-0.120352428095908
"gwh",-0.120330683119769
"warship",-0.120306045192194
"storage",-0.120302082638172
"stowmarket",-0.120294470643825
"dye",-0.120292041506677
"pd",-0.12029037424143
"lorry",-0.12027266927007
"emission",-0.120268045052424
"agustawestland",-0.120252052253951
"drovers",-0.120242228275731
"liquid",-0.120236373654324
"chapeltown",-0.120234667398714
"stilton",-0.120221337977299
"telephony",-0.120195171617166
"valuation",-0.120187506997094
"burslem",-0.120184454672827
"dy",-0.120183705070141
"portal",-0.120173820212941
"cisco",-0.12016212179847
"greenland",-0.120132878206233
"intensives",-0.120119106349598
"yarrow",-0.120118690614553
"nevada",-0.120105523946141
"yearly",-0.120099488343001
"lpc",-0.120085340994566
"plumbing",-0.120047480128377
"queenborough",-0.120042633077785
"ro",-0.120032572753405
"prosthetics",-0.120029262076804
"matlock",-0.120026587087378
"rom",-0.119982530238776
"langeled",-0.119980206499243
"bathroom",-0.119967760208987
"menus",-0.119959193686154
"decontamination",-0.119953406063727
"wilts",-0.119944929556181
"intermediate",-0.119939115966003
"lizard",-0.119938514628161
"kingfisher",-0.119935884787876
"gigawatt",-0.11991898829051
"subcontract",-0.119894698841821
"yd",-0.119892308095782
"triennial",-0.119849457831851
"topcliffe",-0.119832138620524
"reme",-0.119776063545199
"sssi",-0.119772576016488
"atm",-0.119742640360988
"comet",-0.119741408556972
"circumference",-0.119735326304694
"gretna",-0.119711148901844
"fr",-0.119696470825212
"replant",-0.119694439417115
"cairngorms",-0.119688097316482
"savoy",-0.119686656958835
"rail",-0.119672013623955
"porth",-0.119671246585436
"coll",-0.119661670260717
"hoxton",-0.119644321820422
"envelope",-0.119640282059417
"trains",-0.119632168409184
"barnabas",-0.119605171853903
"flimwell",-0.119601428192057
"tan",-0.119596650368367
"bowling",-0.119577205279118
"burnaston",-0.119571296403698
"kebab",-0.119553191878288
"airframe",-0.119527131011869
"argent",-0.119526149035489
"telematics",-0.119518403590947
"adjustable",-0.119462855827239
"tesla",-0.119457683752384
"robot",-0.119429128440688
"tubes",-0.119421991912571
"ty",-0.119398683241437
"royces",-0.119392022580198
"fal",-0.119367156894481
"parks",-0.119366488746438
"rpg",-0.119364870205346
"chapel",-0.119332611098829
"facsimile",-0.119326764862607
"technium",-0.119298037831683
"hydrofluorocarbons",-0.119263831128283
"downham",-0.119237175260115
"cymmer",-0.119234853188628
"bays",-0.119225003464154
"freshwater",-0.119219522099147
"giessen",-0.119214533807148
"horserace",-0.119209507241477
"procured",-0.119204489818784
"aberporth",-0.119189418318643
"aggregates",-0.119188191311716
"catapults",-0.119181650523762
"splash",-0.119167393439729
"forthside",-0.119142361910123
"lilleshall",-0.119121751708592
"ashington",-0.11911077036252
"marine",-0.119108923409471
"rossington",-0.119106333626122
"rivet",-0.119096165539497
"breakwater",-0.119076220083908
"dispenses",-0.119072553352003
"ecotec",-0.119067179948838
"tesco",-0.119057424931802
"limits",-0.11903716852949
"petrochemicals",-0.119034319555376
"merchandising",-0.119029095907985
"cassette",-0.119018180361785
"substation",-0.119015956936857
"operates",-0.119015459237352
"brokerage",-0.119007638199422
"web",-0.119003308713519
"maltings",-0.118993895426074
"slice",-0.118986375126071
"vehicles",-0.118977515163108
"handrails",-0.118976451514583
"falcon",-0.118975258777447
"f",-0.118920745886291
"saintfield",-0.118914131647317
"participations",-0.118910515009731
"tracks",-0.118908561704921
"blend",-0.118904935992253
"stream",-0.118900372730009
"bakeries",-0.118896189369126
"lairage",-0.118891408526027
"measurements",-0.118886401822928
"density",-0.118872193864005
"recommissioned",-0.118868273705188
"beauly",-0.11886559718309
"leonardo",-0.118787430769966
"rgf",-0.11877759164171
"ka",-0.11877290850976
"wedged",-0.118762154256012
"nailsworth",-0.118737329558958
"misbourne",-0.118729889667604
"teign",-0.118722221446513
"cottesmore",-0.118713144688013
"campsite",-0.11870280323982
"residuary",-0.118692007018728
"trotters",-0.118688468798072
"plates",-0.118684057083038
"michelin",-0.1186664222656
"playgroup",-0.118656471027692
"stourport",-0.118654445963604
"contract",-0.118648501884144
"footprint",-0.118636811281442
"booking",-0.118629078440179
"licensed",-0.118624825214137
"slimline",-0.118608654624604
"machrihanish",-0.118599483623453
"remittance",-0.118598784579059
"nene",-0.11857891342033
"chickenhall",-0.118578129630966
"catering",-0.11856310906356
"kielder",-0.118544258880431
"cleeve",-0.11853233499023
"transit",-0.11852501988184
"erdf",-0.118515314776684
"radiocommunications",-0.118514815668172
"castings",-0.118508296367969
"uls",-0.118465465755301
"laboratories",-0.118455612920119
"cricklewood",-0.118454512339456
"chelmer",-0.118453090488738
"tradable",-0.118445594358837
"cutlery",-0.118429113141251
"pylon",-0.118427441471017
"competitions",-0.1184138322008
"sample",-0.118408828028183
"emits",-0.118385379672466
"barns",-0.118367231618161
"excepted",-0.118345989900838
"composting",-0.118314659432391
"colonsay",-0.118284526173659
"huts",-0.118279229533211
"netley",-0.118277188355526
"processing",-0.118258237406213
"coyote",-0.118256872508527
"computing",-0.118249767039856
"barnacles",-0.118234388315755
"provisioning",-0.118233992207268
"portishead",-0.118229444246846
"tass",-0.118226796341337
"bredbury",-0.11821248669665
"kilo",-0.118204730548098
"clyde",-0.118199823488993
"shingle",-0.118189911451598
"curves",-0.118177036624476
"wipes",-0.118156684805894
"cargo",-0.118152667582502
"monthly",-0.118145542585805
"hubs",-0.118142747276069
"dalston",-0.118139349961407
"size",-0.118137120305912
"complexes",-0.118125995442919
"dunston",-0.118100050308296
"pumas",-0.118099896892097
"br",-0.118075680556326
"thorp",-0.118065571923164
"hams",-0.118050470094233
"barn",-0.118049664509831
"lackenby",-0.118031714378455
"alterations",-0.118030981520708
"designations",-0.118011479978041
"evergreen",-0.117994685682822
"ridge",-0.117991480731846
"fittings",-0.117990770290374
"touring",-0.117984623274527
"bookings",-0.117977584683657
"masts",-0.117977425393037
"northbound",-0.117970074089767
"barlaston",-0.117946112734368
"mor",-0.117939844203251
"defibrillator",-0.117936285245027
"moors",-0.117914953568883
"dun",-0.117893428846815
"refilling",-0.117866882589002
"aruba",-0.117843042508587
"ee",-0.117836378453403
"breeam",-0.117834309827073
"pitches",-0.117829169507826
"chimney",-0.117813634697375
"logo",-0.117792075622845
"gym",-0.117768693043907
"octavia",-0.11775893411755
"derwent",-0.117748036652935
"jeep",-0.117745696793349
"plumpton",-0.11771561715705
"horizontally",-0.117704336675507
"tanker",-0.117701817046926
"brookfield",-0.117697335449386
"cubic",-0.117693565320603
"capitation",-0.117691189876639
"westcliff",-0.117680547548303
"stapleford",-0.117671606679524
"loo",-0.117627243165032
"ullapool",-0.117612269670579
"lifeguards",-0.117605940448332
"aggregate",-0.11759699449571
"checkout",-0.117588146641757
"combi",-0.117585423096282
"ennerdale",-0.117563126821295
"highways",-0.117547635155399
"digestion",-0.1175387775688
"bidders",-0.117530004630428
"rental",-0.11750194640001
"heanor",-0.117501024605646
"mothballing",-0.11749353537473
"scrabster",-0.117493238530685
"buxton",-0.117463012164478
"bearings",-0.117452308557557
"chip",-0.1174507638652
"scotswood",-0.117434951575006
"claremont",-0.117425054783807
"harmonised",-0.117418284523708
"route",-0.117392052383391
"broadwater",-0.117390257765365
"witton",-0.117383716948951
"mitie",-0.11735922224127
"cromarty",-0.117324530693584
"cassettes",-0.117321984893595
"greenhithe",-0.117321323059658
"fairgrounds",-0.117318539736937
"pan",-0.117310259674414
"specify",-0.117296609919965
"newest",-0.117286233794953
"transfer",-0.117242676332392
"drills",-0.117242254186227
"exchangers",-0.117239075674452
"drainage",-0.117238970926192
"tiles",-0.117237689505346
"wearable",-0.117237292049743
"permits",-0.117216312330954
"pensnett",-0.117214354900682
"amld",-0.117210804972324
"polyhalite",-0.117206755519289
"scanners",-0.117206614728726
"hoses",-0.117173728250587
"skiers",-0.11716051046615
"funnel",-0.117147913983715
"icing",-0.117144297500462
"evaluates",-0.117126199245322
"merseyrail",-0.117120343266755
"pbas",-0.117110970432959
"cheapest",-0.117100655158984
"park",-0.117096106356842
"equivalent",-0.11709193153715
"commercialising",-0.117091184009147
"lounge",-0.117087676084019
"fastershire",-0.117077663908505
"mercedes",-0.117047080289066
"landmass",-0.117043901047632
"belford",-0.11704204090309
"hoylake",-0.117040668158627
"scooters",-0.117027125874988
"abb",-0.117017647514374
"romiley",-0.116987344894943
"apperley",-0.116983972434998
"shore",-0.116979539912491
"cardiology",-0.116942210429758
"portmeirion",-0.116934318740792
"qualifying",-0.116930483049746
"alfreton",-0.116925413050988
"nerc",-0.11690341910728
"kandak",-0.116887311696051
"auxiliary",-0.116881716238636
"aire",-0.116860855001309
"charging",-0.11685220793558
"degradable",-0.116848253578068
"wyndham",-0.116830285480601
"reimbursement",-0.116814657842882
"tring",-0.116807682404834
"seafoods",-0.116804574074243
"polytechnic",-0.116771176000701
"warranties",-0.116766490568338
"vattenfall",-0.116764274569259
"knowle",-0.116763187814864
"technology",-0.116749317052684
"bircham",-0.116725578149744
"hurworth",-0.116718992577316
"riviera",-0.116706684854027
"catalytic",-0.116706024500321
"dawley",-0.116667506154228
"payload",-0.116658105107285
"vans",-0.116651487947475
"golf",-0.116634953057476
"appliances",-0.116621627727408
"yellow",-0.116619856553522
"spa",-0.116594858523082
"glazed",-0.116581027055099
"equivalents",-0.116575863544281
"echa",-0.116536720888963
"accelerators",-0.116529430049398
"harworth",-0.1165269234328
"mra",-0.116525617464564
"curdworth",-0.116524196683073
"tregaron",-0.116522468650506
"arrays",-0.116503430192716
"catheterisation",-0.116502777679638
"boating",-0.116500637030286
"swadlincote",-0.11649845295234
